full_ids,simpl_tin,simpl_diskbb_norm,simpl_gamma,simpl_FracScat,fit_stat,reduced_fit_stat,mjd,net_source_count_rate,source_percent,source_exposure_time,hardness_ratio,counts_ratio,source_counts,net_source_counts,bg_net_count_rate,pds_exposure
1130360147_2,0.248055,4.84744E+05,3.64758,0.291718,4989.85,35.38900709219858,58200.860740699994,227.2,99.3,140.790050993557,0.048039471430725005,265.12773187739066,34517,34517,0.9282117768706396,
1130360152_0,0.338478,8.86387E+04,3.64758,2.29490E-02,1212.61,9.400077519379844,58210.8006597,93.5,99.6,412.815719403123,0.02837150047947594,389.2449096543499,38787,38787,0.2420049190420005,
1130360152_1,0.278468,2.90240E+05,3.64758,5.19660E-02,2502.02,19.0993893129771,58210.9939699,91.98,99.5,389.82555299968203,0.030084374318884163,325.8687515141948,36175,36175,0.285647414018812,
1130360153_0,0.325169,1.11974E+05,3.64758,2.97164E-02,1367.44,10.518769230769232,58211.0583102,91.94,99.6,390.825731304445,0.029067256056940133,382.78530343634804,35970,35970,0.2410671769815304,
1130360155_0,0.321544,9.68541E+04,3.64758,1.99877E-02,1121.60,8.627692307692307,58213.181713,69.38,99.5,473.800208996166,0.0255960037318514,286.63816469601727,31540,31540,0.2330505901821045,
1130360155_1,0.323443,9.34096E+04,3.64758,1.72490E-02,1065.72,8.735409836065575,58213.2465972,68.48,99.5,455.808343200479,0.02296695609528105,275.45758811811874,29839,29839,0.2385210714788545,
1130360156_0,0.317038,9.77266E+04,3.64758,1.76978E-02,1035.68,7.905954198473283,58214.0215046,62.33,99.4,490.797658902593,0.024321206020020185,256.95983702215625,28828,28828,0.2294775507478268,
1130360156_1,0.315747,9.95361E+04,3.64758,1.70309E-02,564.25,5.083333333333333,58214.21436340001,61.26,99.4,248.89781039729098,0.02354804770599481,238.4001362540694,14266,14266,0.2414349729010412,
1130360156_3,0.313397,9.86350E+04,3.64758,1.61153E-02,1706.30,12.546323529411765,58214.5350579,57.1,99.4,818.665602304187,0.02202379454207287,233.72365212212142,43643,43643,0.22906963792988186,
1130360156_5,0.312710,1.00212E+05,3.64758,1.61537E-02,1648.43,12.120808823529412,58214.59960650001,57.12,99.4,783.681539193727,0.02212507623640665,235.31081497746632,41605,41605,0.22657582777784105,
1130360156_6,0.313170,9.86268E+04,3.64758,1.54022E-02,1617.60,11.807299270072992,58214.66344909999,56.5,99.3,841.65772699134,0.021412847761953846,207.9892149327501,44430,44430,0.2550310629397956,
1130360157_0,0.307474,1.04897E+05,3.64758,1.45914E-02,818.60,6.765289256198347,58215.2428472,52.3,99.4,423.83078159485,0.021241842459022883,221.30041483131652,19918,19918,0.21332311563547335,
1130360157_2,0.306079,1.05000E+05,3.64758,1.34388E-02,1191.86,9.098167938931297,58215.5650694,50.07,99.1,700.722404008033,0.018688848334220118,156.62582764209014,31593,31593,0.2897098025278281,
1130360157_3,0.301017,1.13123E+05,3.64758,1.58978E-02,302.17,3.320549450549451,58215.7538194,48.72,99.2,116.034922426308,0.02085841603085485,188.66312202872632,5016,5016,0.2303508793325525,
1130360157_4,0.305238,1.04524E+05,3.64758,1.35142E-02,1726.65,12.695955882352942,58215.7551852,48.88,99.0,972.614983913372,0.01777508595867751,143.66717444409238,42483,42483,0.3061612071211774,
1130360157_5,0.298678,1.17880E+05,3.64758,1.65809E-02,1402.78,10.70824427480916,58215.821990699995,48.01,99.1,763.6992896004809,0.01952619804839647,157.33841886429946,32906,32906,0.2756049359864556,
1130360158_2,0.282399,1.20444E+05,3.64758,9.94849E-03,451.19,3.9928318584070794,58218.84383099999,30.81,96.5,345.875647599692,0.011185862060289929,36.441082649645736,8583,8583,0.7001839429508506,
1130360158_3,0.272053,1.43172E+05,3.64758,1.72564E-02,379.77,2.712642857142857,58218.9725579,29.35,95.7,343.876331999432,0.029764835729776857,31.119684695666514,8600,8600,0.8303204693177851,
1130360160_0,0.266260,1.33855E+05,3.64758,9.94844E-03,441.42,4.204,58220.7744097,22.0,98.2,450.841022497043,0.016942266616445482,64.26530358409869,7513,7513,0.2634052133825084,
1130360160_1,0.260476,1.49213E+05,3.64758,1.04771E-02,454.66,3.2946376811594207,58220.903078699994,21.22,95.1,428.84937810176103,0.030454072221042412,26.063579548628038,7080,7080,0.6586965315205867,
1130360160_2,0.257411,1.64446E+05,3.64758,1.11076E-02,296.14,2.667927927927928,58220.967708300006,21.56,97.5,318.888031001552,0.031366431195906236,46.60614275652637,5041,5041,0.3466212117329442,
1130360161_0,0.235087,1.62125E+05,3.64758,9.94844E-03,468.42,2.90944099378882,58224.6328588,10.55,91.1,943.6720544029961,0.027338383597097688,12.286264918653119,6673,6673,0.6265414250961476,
1130360181_0,0.307120,1.39569E+05,3.64758,3.94772E-02,2505.04,12.462885572139303,58259.2336227,81.65,95.0,974.102317474899,0.0345127982106792,22.94930211945045,82222,82222,3.84558790852741,
1130360181_2,0.308710,1.36056E+05,3.64758,3.81509E-02,4060.22,20.20009950248756,58259.74888890001,78.8,91.4,877.270382014918,0.010392419291861051,18.268352014645203,74800,74800,4.937615157150708,
1130360181_3,0.331020,9.06969E+04,3.64758,2.80753E-02,1382.41,7.513097826086957,58259.8780556,84.07,96.8,569.0536665471141,0.030089803096629238,49.25933175345125,48673,48673,1.7723667144849982,
1130360181_5,0.314722,1.25035E+05,3.64758,3.68799E-02,1215.90,8.052317880794703,58259.94263890001,85.16,98.9,427.632775994018,0.03328193540199242,153.81968459719818,36853,36853,0.563926578355989,
1130360181_6,0.321779,1.11494E+05,3.64758,3.25539E-02,563.92,4.056978417266187,58259.947615699995,86.42,97.4,177.859006203944,0.02786877395759689,49.48554746806371,15494,15494,1.7966992500789092,
1130360182_0,0.333496,8.77297E+04,3.64758,2.81834E-02,1819.51,9.05228855721393,58260.07473380001,85.56,95.4,722.4048264131419,0.025818631033869256,28.869555100382644,63979,63979,3.177801553577408,
1130360182_1,0.288274,2.19161E+05,3.64758,4.91523E-02,1460.59,7.687315789473684,58260.13879630001,87.6,97.8,370.513667536914,0.038660452454910336,51.40749541926889,32778,32778,1.7550241569615883,
1130360182_2,0.328057,9.75005E+04,3.64758,2.95165E-02,336.47,2.7807438016528927,58260.14312459999,85.14,97.1,109.561674449687,0.02582028587083397,47.90762934502764,9534,9534,1.8551242468657685,
1130360182_3,0.286867,2.28153E+05,3.64758,4.82044E-02,1156.36,7.813243243243242,58260.1444002,87.1,98.0,263.604755003232,0.03296134307145798,76.81212304448191,23133,23133,1.1575507990045528,
1130360182_4,0.284038,2.40903E+05,3.64758,5.21659E-02,4019.93,19.999651741293533,58260.2655556,88.2,97.2,955.1917020219839,0.03437327451649807,43.031142663555315,85614,85614,2.132470590540939,
1130360182_9,0.339968,7.96912E+04,3.64758,2.34114E-02,1292.42,7.880609756097561,58260.9177778,85.58,93.8,363.694058001041,0.018176520139159262,27.04622113942025,32793,32793,3.461786020864193,
1130360183_0,0.283884,2.49654E+05,3.64758,5.01669E-02,851.97,5.461346153846154,58261.10824069999,90.16,96.7,186.836150604126,0.03488119148670928,42.15394439401189,17118,17118,2.2262844079723894,
1130360183_1,0.327302,1.02733E+05,3.64758,3.16070E-02,1226.69,7.965519480519481,58261.110428199994,90.06,99.2,457.600807199487,0.03531662886600141,201.9284977588194,41308,41308,0.44926837552417015,
1130360183_2,0.316324,1.27180E+05,3.64758,3.87524E-02,1492.10,8.477840909090908,58261.17375,91.25,98.4,527.54275199119,0.035953480078337915,96.39486371748778,48159,48159,0.9569622539046718,
1130360183_3,0.319595,1.17811E+05,3.64758,4.00312E-02,1073.17,5.929116022099448,58261.23973380001,92.58,98.6,426.621763403062,0.04781285550679778,116.40724439462164,39517,39517,0.8026161404712251,
1130360183_4,0.319545,1.11414E+05,3.64758,5.01669E-02,525.02,2.900662983425414,58261.305729199994,90.16,95.1,209.328240559011,0.049032724986339635,34.525623156768305,19902,19902,2.8359073599509155,
1130360183_6,0.316958,1.21688E+05,3.64758,4.66739E-02,1045.63,5.202139303482587,58261.432002300004,91.86,95.3,463.582400007173,0.0496041789493478,31.296624338821136,43949,43949,3.129160333101768,
1130360183_7,0.324517,1.07393E+05,3.64758,3.52637E-02,952.52,5.066595744680851,58261.496828699994,90.85,96.5,410.63536079856596,0.04045749900382528,48.63521630752528,37814,37814,1.933161482603125,
1130360183_8,0.319181,1.16277E+05,3.64758,4.17926E-02,358.16,2.888387096774194,58261.56466440001,91.54,99.1,97.9134464026429,0.048740088054185234,199.30172177441003,8934,8934,0.46012637236421206,
1130360184_0,0.298252,1.50928E+05,3.64758,4.43624E-02,458.87,3.208881118881119,58266.1646412,75.45,99.5,214.912258501427,0.05440877124383195,303.7336801304371,15469,15469,0.2377608315200734,
1130360184_10,0.285585,1.62641E+05,3.64758,6.98757E-02,281.97,2.3112295081967216,58266.356863400004,68.17,99.3,95.96137919928879,0.07254992567462655,236.1805384833207,6441,6441,0.2854009651995946,
1130360184_11,0.296441,1.47831E+05,3.64758,5.46184E-02,464.95,3.141554054054054,58266.3579977,75.98,99.5,211.913461601245,0.0643995967289733,297.8147243055153,15654,15654,0.2488750396618448,
1130360184_12,0.295945,1.46800E+05,3.64758,5.12067E-02,627.64,3.8983850931677018,58266.421331,72.95,99.4,316.871393098671,0.0616649858838082,277.99149719284725,22367,22367,0.25483452554209995,
1130360184_13,0.286184,1.79969E+05,3.64758,5.79599E-02,580.57,3.7216025641025645,58266.4866204,74.48,99.5,235.90423119883098,0.06828455431789421,301.8695594770984,16969,16969,0.2390794615288032,
1130360184_14,0.294709,1.47286E+05,3.64758,6.01439E-02,447.55,2.906168831168831,58266.5509606,73.93,99.5,256.895709398726,0.06930972154437304,290.642717439256,18674,18674,0.2509677344576438,
1130360184_15,0.290330,1.64312E+05,3.64758,6.07425E-02,477.48,3.003018867924528,58266.61533559999,75.3,99.4,237.903467199183,0.07454428343748414,244.4234976135141,17024,17024,0.2939668379104183,
1130360184_16,0.280154,1.95227E+05,3.64758,6.90822E-02,503.50,3.2275641025641026,58266.679699099994,73.9,99.5,253.89715540048198,0.08256003056020346,346.54156075691594,18089,18089,0.20618469897607025,
1130360184_17,0.284332,1.79321E+05,3.64758,5.80889E-02,561.75,3.555379746835443,58266.93707180001,71.13,99.5,296.87986350146804,0.07058468891477179,320.41574095306567,20500,20500,0.21618064328666775,
1130360184_3,0.301290,1.37269E+05,3.64758,4.63439E-02,321.65,2.658264462809917,58266.2291204,74.53,99.4,101.13528983220101,0.055292796262127415,267.1981143829861,7225,7225,0.2683676438056195,
1130360184_4,0.296992,1.49401E+05,3.64758,4.91500E-02,234.18,1.8013846153846154,58266.2303013,74.98,99.5,121.916541056238,0.061046732622249314,287.07536804788447,8876,8876,0.2544920356396572,
1130360184_7,0.300955,1.38553E+05,3.64758,4.77298E-02,231.83,2.0699107142857143,58266.2934244,75.41,99.1,76.4834807240195,0.05818569762943779,169.88258765506367,5620,5620,0.43509470356251867,
1130360184_9,0.295498,1.52475E+05,3.64758,5.42330E-02,316.82,2.3643283582089554,58266.29460650001,74.74,99.4,125.948755798512,0.061550667242667424,262.9781209254154,9078,9078,0.27512577188663223,
1130360185_0,0.283221,1.79993E+05,3.64758,6.02050E-02,560.08,3.5005,58267.0659954,70.62,99.5,297.879637802835,0.07664768659456027,320.92963318125425,20372,20372,0.21376587771309952,
1130360185_1,0.262044,2.68652E+05,3.64758,8.02419E-02,433.33,2.5340935672514617,58267.194456,72.4,99.1,321.870266196143,0.1045212320121256,170.86984431964703,22537,22537,0.4121914288166765,
1130360185_2,0.246437,3.64185E+05,3.50038,7.80523E-02,565.27,3.1058791208791208,58267.386736099994,70.08,99.5,425.829855593853,0.13045107151407648,288.9163827809997,28892,28892,0.23565416583295776,
1130360186_0,0.200000,5.86597E+05,2.47670,2.39718E-02,371.97,1.9273056994818654,58270.92607640001,32.08,96.5,454.837701495708,0.2931929277629387,44.70725776700634,14043,14043,0.7063986821521641,
1130360186_1,0.200000,6.32149E+05,2.45247,2.29501E-02,361.60,1.8262626262626265,58270.931365699995,34.3,96.2,729.733622990025,0.29363009055227146,40.41122719842462,24201,24201,0.8414900715643828,
1130360187_0,0.200000,6.09794E+05,2.44254,2.24027E-02,545.60,2.7144278606965173,58270.9903704,32.85,97.0,1191.57123759622,0.293821506120013,52.55588812094592,37646,37646,0.6128025357926605,
1130360188_0,0.200000,1.80118E+05,1.96405,2.08327E-02,288.51,1.4871649484536082,58273.75883099999,15.47,96.8,785.729851801763,0.4205264167218268,51.05096691589539,12253,12253,0.3115707704892323,
1130360199_1,0.507562,195.002,1.34434,0.232279,364.97,1.9008854166666669,58287.325463,9.549,91.7,679.767100007739,0.5103568402200234,21.425749760157334,7333,7333,0.5281332818114379,
1130360199_2,0.200623,9.57731E+04,1.91505,4.02714E-02,186.43,0.9760732984293194,58287.8375694,15.57,94.6,595.783473199117,0.447242280817616,31.49329206271905,10181,10181,0.5603994135513557,
1130360201_0,0.200000,2.85203E+05,2.04819,2.88868E-02,329.55,1.656030150753769,58288.738287,29.08,97.8,852.684987109416,0.4036053467699404,76.18951326464283,25557,25557,0.39862449578141695,
1130360202_0,0.200005,3.79827E+05,2.12615,2.66611E-02,282.32,1.5427322404371584,58288.9965278,33.09,98.2,281.88844080409,0.38332270344942737,91.7186757239084,9415,9415,0.3681682684623399,
1130360203_0,0.200000,6.79980E+05,2.24672,2.44639E-02,392.40,1.971859296482412,58290.217662,48.06,99.0,674.730000006821,0.34276182273580097,159.76202110847794,32204,32204,0.3006305965642915,
1130360203_1,0.200000,6.90018E+05,2.26757,2.55003E-02,374.81,1.9221025641025642,58290.284213,49.25,99.0,484.80827949402703,0.3351477150482396,168.57814936293815,23848,23848,0.2935381447051874,
1130360203_2,0.200000,6.95481E+05,2.30932,2.69947E-02,448.17,2.24085,58290.346296300006,49.6,99.2,680.723309694033,0.33835051722145343,196.83006419209758,33460,33460,0.25100128690261925,
1130360204_0,0.271533,2.13477E+05,3.27373,7.85024E-02,509.91,2.6284020618556703,58292.60013890001,84.94,98.0,346.841559795343,0.14027723384834684,84.2995383546092,29750,29750,1.0297060036188217,
1130360205_0,0.267209,2.24552E+05,3.60013,8.16626E-02,536.88,2.9661878453038675,58296.200705999996,70.76,98.9,373.44684408202994,0.1091449559782422,147.75369325609103,26021,26021,0.4747950137287629,
1130360205_1,0.256401,2.86594E+05,3.64758,8.83241E-02,684.49,3.7403825136612023,58296.20503790001,70.65,98.9,504.50260190016195,0.10935055661485653,147.99888853888046,35147,35147,0.4739262889782942,
1130360205_2,0.265346,2.37857E+05,3.64758,8.22417E-02,1043.11,5.29497461928934,58296.26510419999,70.49,98.8,857.5742604044501,0.10649243192510142,137.6999621500093,59143,59143,0.5045023788266281,
1130360206_0,0.264334,2.08061E+05,2.92402,4.46636E-02,308.30,1.8029239766081873,58297.680625,60.37,98.7,206.86596750357398,0.15519051967250386,125.32518314885642,12243,12243,0.4760358858098362,
1130360206_1,0.200419,1.26286E+06,3.39464,5.99725E-02,332.94,1.947017543859649,58297.68810190001,59.2,98.4,227.905493997037,0.16575954126659742,98.05962485968617,13170,13170,0.5953774366673384,
1130360207_0,0.200001,5.68146E+05,2.42017,2.33950E-02,218.45,1.300297619047619,58300.1898727,32.04,98.2,218.86229279672298,0.3117174689608814,85.3289143982956,6701,6701,0.36307150367362795,
1130360207_1,0.200000,5.65463E+05,2.39735,2.31583E-02,390.70,2.0243523316062175,58300.1924306,32.21,98.1,617.751625797304,0.3089813313930317,84.26573302219629,19241,19241,0.3740653085556913,
1130360208_0,0.200000,3.41983E+05,2.18004,2.19332E-02,328.91,1.722041884816754,58301.1579745,23.93,97.7,610.729754704982,0.3608078212840117,71.85190846490188,14379,14379,0.3322982480004897,
1130360209_0,0.200001,2.09864E+05,2.04469,2.32873E-02,247.15,1.4453216374269007,58302.0612847,17.76,95.4,316.82485749491,0.39619043476112603,36.73375134876967,5836,5836,0.515486651763034,
1130360226_3,0.278997,5482.15,1.60337,8.99061E-02,210.91,1.178268156424581,58321.4347222,10.1,95.1,459.72602400230204,0.5208294977422108,35.53144140080161,5081,5081,0.3200629465962185,
1130360226_4,0.201026,5.42900E+04,1.64991,3.26628E-02,185.37,1.035586592178771,58321.4990972,10.23,95.1,469.719315996626,0.5276032820476563,34.45718657086721,5209,5209,0.33145648424354296,
1130360226_5,0.200258,3.82740E+04,1.88265,6.42919E-02,220.59,1.212032967032967,58321.62776619999,9.849,89.6,494.703742491547,0.469389935318049,16.991801420551027,5705,5705,0.7211291721712909,
1130360226_6,0.200817,5.52447E+04,1.77603,4.02347E-02,194.60,1.0871508379888268,58321.6921875,10.79,95.4,496.701551512873,0.4835105096144956,38.204071440503775,5862,5862,0.317219464663724,
1130360227_0,0.255087,1.22527E+04,1.69674,7.78426E-02,193.42,1.0398924731182795,58322.0135995,12.77,97.1,543.6756672002381,0.4885906698272189,58.1616704333264,7498,7498,0.2412685023045783,
1130360227_1,0.200000,1.15148E+05,1.86156,3.38250E-02,162.96,0.975808383233533,58322.7264236,16.52,98.0,294.81645099323896,0.4589976270552181,84.155517712443,5184,5184,0.21145706856394092,
1130360228_1,0.200000,3.31237E+05,2.17890,2.89622E-02,396.61,1.9731840796019902,58324.25564809999,28.88,89.0,1014.3401484974302,0.3690798755653681,12.870610898445213,32553,32553,2.7035495457007417,
1130360228_4,0.200000,4.44281E+05,2.30368,2.90201E-02,383.49,1.99734375,58324.845763900004,33.81,98.4,548.600053490431,0.3315427505012853,99.46014630192906,18595,18595,0.3442546857888341,
1130360229_1,0.200000,5.07166E+05,2.37608,3.01571E-02,442.54,2.223819095477387,58325.4824421,36.68,98.4,1071.22901759483,0.323594125335512,101.58719123923572,39141,39141,0.3632510743840892,
1130360229_2,0.200000,5.07673E+05,2.31641,2.75574E-02,458.30,2.2915,58325.5495949,36.52,98.8,817.390835380065,0.33299406923326874,134.21210336646865,29794,29794,0.27362474110551466,
1130360230_0,0.200001,5.78262E+05,2.39583,2.79881E-02,408.89,2.1296354166666664,58326.644548599994,38.62,99.0,621.490892997361,0.3140334099099176,154.84453203641942,23633,23633,0.24717356459383855,
1130360230_2,0.200000,6.31222E+05,2.44340,2.83640E-02,211.81,1.2836969696969698,58326.777037,40.01,99.1,166.859001895646,0.3041727911528608,161.84934043311537,6621,6621,0.24669177057938635,
1130360231_0,0.200000,6.03129E+05,2.38571,2.71490E-02,549.78,2.7489,58327.1526852,39.8,98.7,1137.08140642685,0.31432735209862434,132.5908737658819,44486,44486,0.2973076121488932,
1130360231_1,0.200000,5.24592E+05,2.35927,2.77446E-02,339.59,1.7686979166666665,58327.7968287,35.68,95.6,389.67711899313105,0.3207063202896963,36.92670952108297,14189,14189,1.0135132726021516,
1130360231_2,0.200000,5.30820E+05,2.35885,2.77386E-02,339.63,1.8065425531914894,58327.8033449,36.69,99.0,393.632358598523,0.325706757000178,160.3366518008882,14138,14138,0.2254143177755611,
1130360231_3,0.200000,5.12830E+05,2.34130,2.72501E-02,444.82,2.2241,58327.86177080001,35.47,96.5,942.1730833157781,0.32492040196799343,45.4313961463825,33900,33900,0.8098023734007691,
1130360232_0,0.200000,4.25480E+05,2.18856,2.44785E-02,337.28,1.7120812182741116,58328.4435185,32.13,98.5,639.3542400002481,0.35987852714852386,105.88878672107106,20497,20497,0.3056466848584193,
1130360232_2,0.200000,4.20423E+05,2.22935,2.58380E-02,251.82,1.3184293193717278,58328.5097801,31.16,98.5,465.501380000729,0.3595152383844347,104.05237998714053,14429,14429,0.3007857341178816,
1130360248_0,0.200684,1.97295E+04,1.86364,8.15756E-02,257.13,1.3604761904761904,58355.44675930001,6.4910000000000005,81.0,672.762700195075,0.4762204196265429,10.018466423300264,5439,5439,0.8964466758570212,
