observation_ID,num_qpos,first_freq,first_width,first_norm,first_rms_power,second_freq,second_width,second_norm,second_rms_power,third_freq,third_width,third_norm,third_rms_power,confidence_class
1050360103_0,0.0,,,,,,,,,,,,,0
1050360103_1,0.0,,,,,,,,,,,,,0
1050360103_2,0.0,,,,,,,,,,,,,0
1050360104_0,2.0,2.562282894731964,0.230605,0.00205078,0.01423757151731152,5.082702808891011,0.559012,0.00108073,0.0016453190146882464,,,,,0
1050360104_1,3.0,2.50629014854108,0.24097800000000005,0.00337472,0.008309048556819538,5.082702808891011,0.460128,0.00112195,0.0019159727898524922,6.065415534340013,0.547933,0.000486566,0.0010244460114103477,3
1050360104_11,2.0,2.648626212505812,0.238384,0.00271215,0.009588635524820664,5.196254900418639,0.46767,0.0009068360000000001,0.002116859348501739,,,,,0
1050360104_12,2.0,2.478754307284725,0.22308899999999998,0.00276731,0.014266918254795759,4.917010337183983,0.449641,0.00101921,0.0019424179367026914,,,,,0
1050360104_13,2.0,2.371603165072989,0.213481,0.00296896,0.008621357602458501,4.652772259887851,0.511656,0.00094656,0.001658624896827791,,,,,0
1050360104_14,2.0,2.5907466334881044,0.233168,0.00290181,0.010677393097434807,5.082702808891011,0.543941,0.0010672000000000001,0.002185387069064822,,,,,0
1050360104_5,2.0,2.7682935026079525,0.24915500000000002,0.00225595,0.007161610593933492,5.5523602705048924,0.510836,0.000917437,0.0014122649868476287,,,,,0
1050360104_6,2.0,2.8301396362503914,0.254781,0.00199935,0.005966710616952239,5.614040006393758,0.505264,0.00109313,0.0020598549665955587,,,,,0
1050360104_7,2.0,2.6195265685649725,0.235785,0.00204285,0.005583821297413574,5.2539787537448746,0.577857,0.000787194,0.0012897107115094615,,,,,0
1050360104_8,2.0,2.562282894731964,0.273658,0.00331784,0.007197850933259799,5.082702808891011,0.558775,0.00103829,0.001517663776916286,,,,,1
1050360104_9,2.0,2.6195265685649725,0.235758,0.00240296,0.00924353772496728,5.139165241366684,0.519293,0.0009398480000000001,0.0014935496700171035,,,,,0
1050360105_1,2.0,2.7682935026079525,0.249203,0.00265506,0.007377236615102069,5.614040006393758,0.605662,0.000943995,0.0011505221920551085,,,,,1
1050360105_15,2.0,2.7378791108492084,0.246423,0.00285431,0.008610488782389462,5.5523602705048924,0.499746,0.0009760880000000001,0.001432234179859932,,,,,0
1050360105_16,2.0,2.397948691971156,0.21582199999999999,0.00304889,0.0113600021012565,4.862988652512174,0.462521,0.00103687,0.0021318149306420327,,,,,1
1050360105_17,2.0,2.45152099387182,0.22073,0.00292712,0.008377425484580828,4.971632134795246,0.516159,0.0009548460000000001,0.0018302390572735871,,,,,0
1050360105_18,2.0,2.269083933028201,0.204228,0.0031053,0.011477449507627076,4.501095216193277,0.405122,0.000999354,0.002357312174963061,,,,,0
1050360105_19,2.0,2.345547088399452,0.211101,0.00274364,0.01155633714756285,4.652772259887851,0.419105,0.0009447980000000001,0.002274976073226231,,,,,0
1050360105_2,2.0,2.7682935026079525,0.24915199999999998,0.00226922,0.0064868091589035115,5.491358190958871,0.494493,0.000905277,0.0016377524816478515,,,,,0
1050360105_21,2.0,2.5907466334881044,0.28494400000000003,0.0044122,0.006671538834598591,5.026860711845576,0.550002,0.00101799,0.001684400425465593,,,,,3
1050360105_23,2.0,2.7682935026079525,0.30451100000000003,0.00557228,0.00891096212706265,5.491358190958871,0.604049,0.00295505,0.0016802160269336786,,,,,2
1050360105_26,2.0,2.478754307284725,0.223097,0.00254692,0.009660885648902459,4.862988652512174,0.444946,0.00092836,0.0017779989475197296,,,,,1
1050360105_28,2.0,1.9873583269679362,0.178887,0.00294297,0.013078742322519085,3.8989346237817837,0.42881199999999997,0.00109463,0.002387923307021761,,,,,0
1050360105_29,2.0,1.799266079195872,0.161938,0.00331498,0.015717571296465175,3.6087840703244547,0.396863,0.00108125,0.002753267829870221,,,,,0
1050360105_4,2.0,2.7990457599877123,0.258304,0.00391685,0.008205626049142892,5.431026322553276,0.591571,0.00178556,0.0021419028881804747,,,,,0
1050360106_0,2.0,1.799266079195872,0.16199000000000002,0.00318888,0.013410280946383605,3.5691354664520105,0.39254,0.00135423,0.002937763336509441,,,,,0
1050360106_1,2.0,1.81925366126041,0.16376400000000002,0.00360915,0.014327669569611196,3.648873120294788,0.401244,0.00117447,0.0029315347739716185,,,,,1
1050360106_2,2.0,1.901449161185431,0.17113399999999998,0.00323753,0.012394262991955151,3.813732456115946,0.343277,0.00105578,0.0032843076900356967,,,,,0
1050360106_3,2.0,1.81925366126041,0.178993,0.00324199,0.012150036753888463,3.6087840703244547,0.396965,0.00120212,0.0029677503787009733,,,,,0
1050360106_4,2.0,1.799266079195872,0.161965,0.00343245,0.01470957708839931,3.52992246963125,0.38821700000000003,0.00132829,0.003153319070606229,,,,,0
1050360106_5,2.0,1.7406112935178513,0.156666,0.00350847,0.021115603399106987,3.4527842062014282,0.310888,0.00111724,0.00321406401670457,,,,,0
1050360106_6,2.0,1.8805585223701653,0.169251,0.00313682,0.016711504249469086,3.7303921840896703,0.335936,0.00105543,0.0031797766894051146,,,,,0
1050360106_7,2.0,2.009435377222597,0.221025,0.00502248,0.010414441334242264,3.942246881295101,0.43363100000000004,0.00167023,0.0028814156112856285,,,,,1
1050360106_8,2.0,2.077148945337289,0.186959,0.00331089,0.014079381034462957,4.21241362860418,0.379278,0.000924534,0.002299740168131922,,,,,0
1050360106_9,2.0,2.0543279468755165,0.184955,0.00443618,0.017974173021192728,4.075091960936565,0.44825,0.00138927,0.002375617239062165,,,,,1
1050360107_0,2.0,2.1709963837766555,0.19539,0.00370671,0.015837822632841208,4.259208243400194,0.425309,0.00107189,0.00251638342794049,,,,,0
1050360107_1,2.0,2.1709963837766555,0.19539,0.00356502,0.016276127366368198,4.259208243400194,0.383345,0.00112146,0.0028649300706196264,,,,,0
1050360108_4,2.0,2.7990457599877123,0.30788899999999997,0.00502118,0.008732311725011245,5.676404926534723,0.511522,0.00105623,0.0017053097999949565,,,,,1
1050360108_5,,,,,,,,,,,,,,-2
1050360108_8,2.0,2.371603165072989,0.213446,0.00275796,0.007983251403639037,4.704458704959767,0.509991,0.00103326,0.0020757497381151935,,,,,0
1050360108_9,2.0,2.2441542037175,0.24681199999999998,0.00469888,0.009967054020102643,4.4516430634068245,0.4895850000000001,0.00209586,0.0022990953077360148,,,,,0
1050360109_10,2.0,2.7378791108492084,0.24645,0.00283905,0.008594039334368734,5.431026322553276,0.597391,0.00101084,0.0016130417252671358,,,,,0
1050360109_2,2.0,3.4911402939810827,0.314685,0.00300064,0.0058110882673567685,6.773906701840013,0.6096550000000001,0.000572466,0.0008711186178201317,,,,,1
1050360109_3,2.0,3.4911402939810827,0.314203,0.00190635,0.008068869733471165,6.925241789239067,0.6232880000000001,0.0007901910000000001,0.0012371821710923491,,,,,0
1050360109_5,2.0,3.2672330282700783,0.294053,0.00242513,0.007343195320750339,6.553082194340317,0.5904010000000001,0.000894562,0.0010776854860366587,,,,,1
1050360109_8,2.0,3.0916532929704084,0.280871,0.00318233,0.005558546601390673,5.932869954281387,0.65178,0.00116186,0.0013890648416348453,,,,,0
1050360110_0,2.0,2.861578926351908,0.25754699999999997,0.00288161,0.007624190105544413,5.676404926534723,0.5919770000000001,0.000946298,0.0011743258485565078,,,,,0
1050360110_3,2.0,3.942246881295101,0.354824,0.00228098,0.006492219419574204,7.820084713556388,0.7039489999999999,0.000636084,0.0007651401400464278,,,,,0
1050360110_4,2.0,3.986040283488161,0.358761,0.00202823,0.003515782410985985,7.906956014455752,0.711657,0.000624263,0.0008222987401349807,,,,,0
1050360110_5,2.0,4.756719321397685,0.42813100000000004,0.00184514,0.0043813565267118585,9.54054162002339,0.858658,0.00044645,0.0004739286318821708,,,,,0
1050360110_6,2.0,4.756719321397685,0.4281140000000001,0.00213836,0.0035213721559727478,9.54054162002339,0.8586540000000001,0.000418465,0.00039872621989455516,,,,,0
1050360111_2,0.0,,,,,,,,,,,,,0
1050360111_3,1.0,7.238130378163924,0.796194,0.00106616,0.0004832816443205701,,,,,,,,,2
1050360111_6,1.0,8.830554482909648,0.7947770000000001,0.000319242,0.0004069297795046904,,,,,,,,,2
1050360112_1,0.0,,,,,,,,,,,,,0
1050360112_3,1.0,7.482039508032168,0.823023,0.000668043,0.0004394844647949685,,,,,,,,,2
1050360113_0,1.0,7.399836634479451,0.813951,0.0006917960000000001,0.0004313649326358991,,,,,,,,,2
1050360113_1,1.0,8.830554482909648,0.8774360000000001,0.000401689,0.00030135850624660616,,,,,,,,,2
1050360113_2,1.0,8.637583208386094,0.884466,0.000440108,0.00035783809735636616,,,,,,,,,2
1050360113_4,1.0,9.332055224336226,0.83991,0.000312581,0.0002782024170240476,,,,,,,,,2
1050360113_7,0.0,,,,,,,,,,,,,1
1050360114_1,0.0,,,,,,,,,,,,,0
1050360114_2,0.0,,,,,,,,,,,,,0
1050360115_10,0.0,,,,,,,,,,,,,0
1050360115_12,0.0,,,,,,,,,,,,,1
1050360115_14,0.0,,,,,,,,,,,,,1
1050360115_15,0.0,,,,,,,,,,,,,1
1050360115_16,0.0,,,,,,,,,,,,,0
1050360115_17,0.0,,,,,,,,,,,,,0
1050360115_18,0.0,,,,,,,,,,,,,0
1050360115_19,0.0,,,,,,,,,,,,,0
1050360115_2,0.0,,,,,,,,,,,,,0
1050360115_20,0.0,,,,,,,,,,,,,0
1050360115_21,0.0,,,,,,,,,,,,,1
1050360115_22,1.0,6.269806744221129,0.578569,3.11089e-05,7.579408468061152e-05,,,,,,,,,4
1050360115_3,1.0,6.269806744221129,0.6107199999999999,2.38824e-05,3.174420636933293e-05,,,,,,,,,4
1050360115_4,0.0,,,,,,,,,,,,,0
1050360115_6,0.0,,,,,,,,,,,,,0
1050360115_7,,,,,,,,,,,,,,-2
1050360116_0,1.0,5.5523602705048924,0.56729,2.77358e-05,5.426921531158707e-05,,,,,,,,,4
1050360116_1,0.0,,,,,,,,,,,,,1
1050360116_2,0.0,,,,,,,,,,,,,0
1050360116_3,0.0,,,,,,,,,,,,,0
1050360116_4,0.0,,,,,,,,,,,,,1
1050360116_6,0.0,,,,,,,,,,,,,0
1050360116_7,0.0,,,,,,,,,,,,,1
1050360116_8,0.0,,,,,,,,,,,,,1
1050360116_9,1.0,6.065415534340013,0.667194,4.71206e-05,3.894836090997263e-05,,,,,,,,,4
1050360117_0,1.0,5.932869954281387,0.6524770000000001,3.20266e-05,3.506003261704871e-05,,,,,,,,,4
1050360117_1,0.0,,,,,,,,,,,,,0
1050360117_2,0.0,,,,,,,,,,,,,0
1050360117_3,1.0,5.5523602705048924,0.610743,3.6611e-05,4.3953655667931336e-05,,,,,,,,,4
1050360117_4,1.0,6.065415534340013,0.659385,3.26035e-05,7.302851703794861e-05,,,,,,,,,4
1050360117_6,1.0,5.803220850266918,0.522364,2.55804e-05,4.536378774083954e-05,,,,,,,,,4
1050360117_7,0.0,,,,,,,,,,,,,0
1050360117_8,0.0,,,,,,,,,,,,,0
1050360118_0,0.0,,,,,,,,,,,,,1
1050360118_1,0.0,,,,,,,,,,,,,0
1050360118_3,0.0,,,,,,,,,,,,,0
1050360118_4,0.0,,,,,,,,,,,,,0
1050360118_5,0.0,,,,,,,,,,,,,0
1050360119_0,1.0,6.409879791190343,0.5770029999999999,3.5058e-05,2.9803894364589006e-05,,,,,,,,,3
1050360119_1,1.0,6.065415534340013,0.667195,3.45592e-05,4.079990307829941e-05,,,,,,,,,4
1050360119_3,1.0,4.501095216193277,0.422083,4.32332e-05,9.496385311521788e-05,,,,,,,,,3
1050360119_4,1.0,5.026860711845576,0.552955,7.04218e-05,6.876171628007658e-05,,,,,,,,,2
1050360119_5,1.0,4.862988652512174,0.437669,5.66018e-05,0.00010738855134856432,,,,,,,,,4
1050360120_0,0.0,,,,,,,,,,,,,0
1050360120_1,1.0,4.917010337183983,0.540694,2.5626e-05,1.955424247244436e-05,,,,,,,,,4
1050360120_2,0.0,,,,,,,,,,,,,0
1050360120_3,0.0,,,,,,,,,,,,,2
1050360120_4,0.0,,,,,,,,,,,,,2
1050360120_5,0.0,,,,,,,,,,,,,0
1050360120_6,0.0,,,,,,,,,,,,,0
1050360120_7,0.0,,,,,,,,,,,,,0
1130360103_0,0.0,,,,,,,,,,,,,0
1130360103_1,0.0,,,,,,,,,,,,,0
1130360103_2,0.0,,,,,,,,,,,,,0
1130360103_3,2.0,7.079957836796884,0.7787930000000001,0.000778907,0.0005267454622603824,14.67877357520968,1.61453,3.6680999999999997e-05,3.6690346274032346e-05,,,,,3
1130360104_0,2.0,5.371357301883837,0.483429,0.00154103,0.0021785387515982444,10.773319683613696,0.9696030000000001,0.00024729,0.00023947260667560362,,,,,0
1130360104_1,2.0,5.614040006393758,0.505267,0.00137277,0.0018508256112714878,11.385153042369847,1.02467,0.000204679,0.00021014407600120248,,,,,0
1130360105_0,2.0,6.065415534340013,0.620618,0.00119821,0.0014022130158768435,12.300532957617323,1.10714,0.00011007200000000001,0.00011457231295878157,,,,,0
1130360105_1,2.0,6.269806744221129,0.6779069999999999,0.00093757,0.000997697789183173,13.289510512362487,1.46184,8.02093e-05,8.099280019525759e-05,,,,,3
1130360105_2,2.0,5.5523602705048924,0.499724,0.0014643,0.002004195403424201,11.136356944969187,1.0023,0.000206303,0.00019959562931846412,,,,,0
1130360105_3,2.0,5.867687331530871,0.645426,0.00127719,0.0012454248414796938,11.899544391947856,1.1421299999999999,0.000127801,0.00013131470410669544,,,,,3
1130360106_0,1.0,6.849156281469202,0.753396,0.000750408,0.0006868892708277991,,,,,,,,,2
1130360106_1,2.0,6.6994838662653695,0.736919,0.000858822,0.0007499201046909352,13.4371402515293,1.20938,3.96906e-05,7.175106384732425e-05,,,,,3
1130360107_0,2.0,4.704458704959767,0.4234189999999999,0.00181055,0.0034028822040048424,9.435722615048434,0.8716020000000001,0.000490468,0.00043773707179504484,,,,,0
1130360107_11,2.0,4.4516430634068245,0.40065100000000003,0.00186007,0.0037154990318461673,8.928650831439386,0.803611,0.0004877080000000001,0.0005567930708990428,,,,,0
1130360107_12,2.0,4.601653677937229,0.414274,0.00203017,0.0038930435664492587,9.027836906963444,0.813571,0.000513192,0.0005961075791859138,,,,,0
1130360107_13,2.0,4.4516430634068245,0.43808400000000003,0.00226871,0.002944627257712415,8.733535888877936,0.786349,0.000453601,0.0006526194657729723,,,,,0
1130360107_14,2.0,4.601653677937229,0.414149,0.00191167,0.003318205292541533,9.128124814977491,0.821542,0.000426935,0.0004854278620759041,,,,,0
1130360107_15,2.0,5.614040006393758,0.505352,0.0013905999999999999,0.001691882825913209,11.260067857385788,1.01347,0.000170197,0.0001975637499074976,,,,,0
1130360107_6,2.0,4.501095216193277,0.405136,0.00177819,0.00423480739511847,9.229526795454028,0.8310569999999999,0.00041693599999999997,0.0005465455857436593,,,,,1
1130360107_7,2.0,4.4516430634068245,0.400652,0.0019807,0.003430975379464423,8.830554482909648,0.7949390000000001,0.000373455,0.0005028162964458415,,,,,0
1130360108_2,2.0,5.932869954281387,0.567725,0.00122517,0.0014175052434059704,12.031733356556673,1.0829799999999998,0.000109745,0.00011542594534833389,,,,,3
1130360109_2,0.0,,,,,,,,,,,,,0
1130360109_5,0.0,,,,,,,,,,,,,0
1130360110_0,1.0,7.0021725112593725,0.770237,0.0006369419999999999,0.0004826978428650537,,,,,,,,,2
1130360110_1,2.0,5.867687331530871,0.55337,0.00123386,0.0015240295603552699,11.768807746954716,1.05924,0.000140417,0.00014228312849847132,,,,,3
1130360110_3,1.0,9.027836906963444,0.812513,0.000232695,0.00029832265332758995,,,,,,,,,2
1130360110_5,1.0,1.491185544083308,0.16403,3.97634e-05,0.00010342336810556253,,,,,,,,,4
1130360110_6,0.0,,,,,,,,,,,,,0
1130360111_0,0.0,,,,,,,,,,,,,0
1130360111_2,0.0,,,,,,,,,,,,,0
1130360111_3,0.0,,,,,,,,,,,,,0
1130360113_0,1.0,7.399836634479451,0.81395,0.000569849,0.0004863790167436736,,,,,,,,,2
1130360113_1,2.0,5.196254900418639,0.467683,0.00125657,0.002467019306655564,10.537893784343142,0.9484790000000001,0.000282509,0.00026645883472760487,,,,,1
1130360130_4,0.0,,,,,,,,,,,,,0
1130360130_5,0.0,,,,,,,,,,,,,0
1130360130_6,0.0,,,,,,,,,,,,,0
1130360130_8,0.0,,,,,,,,,,,,,0
1130360130_9,0.0,,,,,,,,,,,,,0
1130360131_0,0.0,,,,,,,,,,,,,0
1130360131_1,0.0,,,,,,,,,,,,,0
1130360131_2,0.0,,,,,,,,,,,,,0
1130360131_3,0.0,,,,,,,,,,,,,0
1130360131_4,0.0,,,,,,,,,,,,,1
1130360131_5,0.0,,,,,,,,,,,,,0
1130360131_6,0.0,,,,,,,,,,,,,0
1130360131_7,0.0,,,,,,,,,,,,,0
1130360131_8,0.0,,,,,,,,,,,,,0
1130360132_0,0.0,,,,,,,,,,,,,0
1130360132_1,0.0,,,,,,,,,,,,,0
1130360132_2,0.0,,,,,,,,,,,,,0
1130360133_0,0.0,,,,,,,,,,,,,0
1130360134_0,0.0,,,,,,,,,,,,,0
1130360135_1,0.0,,,,,,,,,,,,,0
1130360137_0,0.0,,,,,,,,,,,,,0
1130360138_0,0.0,,,,,,,,,,,,,0
1130360138_1,0.0,,,,,,,,,,,,,0
1130360143_1,0.0,,,,,,,,,,,,,0
1130360144_4,0.0,,,,,,,,,,,,,0
1130360144_5,0.0,,,,,,,,,,,,,0
1130360145_0,0.0,,,,,,,,,,,,,0
1130360145_2,0.0,,,,,,,,,,,,,0
1130360145_3,0.0,,,,,,,,,,,,,0
1130360145_4,0.0,,,,,,,,,,,,,0
1130360146_0,0.0,,,,,,,,,,,,,0
1130360146_1,0.0,,,,,,,,,,,,,0
1130360146_10,0.0,,,,,,,,,,,,,0
1130360146_4,0.0,,,,,,,,,,,,,0
1130360146_6,0.0,,,,,,,,,,,,,0
1130360146_7,0.0,,,,,,,,,,,,,0
1130360146_8,0.0,,,,,,,,,,,,,1
1130360146_9,0.0,,,,,,,,,,,,,0
1130360147_2,0.0,,,,,,,,,,,,,0
1130360152_0,0.0,,,,,,,,,,,,,0
1130360152_1,0.0,,,,,,,,,,,,,0
1130360153_0,0.0,,,,,,,,,,,,,0
1130360155_0,0.0,,,,,,,,,,,,,0
1130360155_1,0.0,,,,,,,,,,,,,0
1130360156_0,0.0,,,,,,,,,,,,,0
1130360156_1,0.0,,,,,,,,,,,,,0
1130360156_3,0.0,,,,,,,,,,,,,0
1130360156_5,0.0,,,,,,,,,,,,,0
1130360156_6,0.0,,,,,,,,,,,,,0
1130360157_0,0.0,,,,,,,,,,,,,0
1130360157_2,0.0,,,,,,,,,,,,,0
1130360157_3,0.0,,,,,,,,,,,,,0
1130360157_4,0.0,,,,,,,,,,,,,0
1130360157_5,0.0,,,,,,,,,,,,,0
1130360158_2,0.0,,,,,,,,,,,,,0
1130360158_3,0.0,,,,,,,,,,,,,0
1130360160_0,0.0,,,,,,,,,,,,,0
1130360160_1,0.0,,,,,,,,,,,,,0
1130360160_2,0.0,,,,,,,,,,,,,0
1130360161_0,0.0,,,,,,,,,,,,,0
1130360181_0,0.0,,,,,,,,,,,,,0
1130360181_2,0.0,,,,,,,,,,,,,0
1130360181_3,0.0,,,,,,,,,,,,,0
1130360181_5,0.0,,,,,,,,,,,,,0
1130360181_6,0.0,,,,,,,,,,,,,0
1130360182_0,0.0,,,,,,,,,,,,,0
1130360182_1,0.0,,,,,,,,,,,,,0
1130360182_2,0.0,,,,,,,,,,,,,0
1130360182_3,0.0,,,,,,,,,,,,,0
1130360182_4,0.0,,,,,,,,,,,,,0
1130360182_9,0.0,,,,,,,,,,,,,0
1130360183_0,0.0,,,,,,,,,,,,,0
1130360183_1,0.0,,,,,,,,,,,,,0
1130360183_2,0.0,,,,,,,,,,,,,0
1130360183_3,0.0,,,,,,,,,,,,,0
1130360183_4,0.0,,,,,,,,,,,,,0
1130360183_6,0.0,,,,,,,,,,,,,0
1130360183_7,0.0,,,,,,,,,,,,,0
1130360183_8,0.0,,,,,,,,,,,,,0
1130360184_0,0.0,,,,,,,,,,,,,0
1130360184_10,0.0,,,,,,,,,,,,,0
1130360184_11,0.0,,,,,,,,,,,,,0
1130360184_12,0.0,,,,,,,,,,,,,0
1130360184_13,0.0,,,,,,,,,,,,,0
1130360184_14,0.0,,,,,,,,,,,,,0
1130360184_15,0.0,,,,,,,,,,,,,0
1130360184_16,0.0,,,,,,,,,,,,,0
1130360184_17,0.0,,,,,,,,,,,,,0
1130360184_3,0.0,,,,,,,,,,,,,0
1130360184_4,0.0,,,,,,,,,,,,,0
1130360184_7,0.0,,,,,,,,,,,,,0
1130360184_9,0.0,,,,,,,,,,,,,0
1130360185_0,0.0,,,,,,,,,,,,,0
1130360185_1,0.0,,,,,,,,,,,,,0
1130360185_2,0.0,,,,,,,,,,,,,0
1130360186_0,0.0,,,,,,,,,,,,,0
1130360186_1,0.0,,,,,,,,,,,,,1
1130360187_0,0.0,,,,,,,,,,,,,0
1130360188_0,0.0,,,,,,,,,,,,,0
1130360199_1,0.0,,,,,,,,,,,,,0
1130360199_2,0.0,,,,,,,,,,,,,0
1130360201_0,0.0,,,,,,,,,,,,,0
1130360202_0,0.0,,,,,,,,,,,,,0
1130360203_0,0.0,,,,,,,,,,,,,0
1130360203_1,0.0,,,,,,,,,,,,,0
1130360203_2,0.0,,,,,,,,,,,,,0
1130360204_0,0.0,,,,,,,,,,,,,0
1130360205_0,0.0,,,,,,,,,,,,,0
1130360205_1,0.0,,,,,,,,,,,,,0
1130360205_2,0.0,,,,,,,,,,,,,0
1130360206_0,0.0,,,,,,,,,,,,,0
1130360206_1,0.0,,,,,,,,,,,,,0
1130360207_0,0.0,,,,,,,,,,,,,0
1130360207_1,0.0,,,,,,,,,,,,,0
1130360208_0,0.0,,,,,,,,,,,,,0
1130360209_0,0.0,,,,,,,,,,,,,0
1130360226_3,0.0,,,,,,,,,,,,,0
1130360226_4,0.0,,,,,,,,,,,,,0
1130360226_5,0.0,,,,,,,,,,,,,0
1130360226_6,0.0,,,,,,,,,,,,,0
1130360227_0,0.0,,,,,,,,,,,,,0
1130360227_1,0.0,,,,,,,,,,,,,0
1130360228_1,0.0,,,,,,,,,,,,,0
1130360228_4,0.0,,,,,,,,,,,,,0
1130360229_1,0.0,,,,,,,,,,,,,0
1130360229_2,0.0,,,,,,,,,,,,,0
1130360230_0,0.0,,,,,,,,,,,,,0
1130360230_2,0.0,,,,,,,,,,,,,0
1130360231_0,0.0,,,,,,,,,,,,,0
1130360231_1,0.0,,,,,,,,,,,,,0
1130360231_2,0.0,,,,,,,,,,,,,0
1130360231_3,0.0,,,,,,,,,,,,,0
1130360232_0,0.0,,,,,,,,,,,,,0
1130360232_2,0.0,,,,,,,,,,,,,0
1130360248_0,0.0,,,,,,,,,,,,,0
